id,username,text,label
532,Eka Melani,Pak presiden tolong perhatikan medan sumatera Utara... Apa lg daerah mencirim medan banyak yg gk dapat bantuan sembako nya,negatif
533,Rismanto Putra,Bantuan wilayah lampung timur khususnya hargomulyo sangat ngk adil.. banyak yang ngk sampai tujuan. entah nyangkut kemana. pdhal masarakat udah dibatasi lockdown otomatis sangat butuh bantuan terlebih lagi bagi keluarga yg ngk mampu.,negatif
534,ahmad mohd,"tidak usah membuat berita yg tidak sesuai dgn kenyataan...
pada saat ini rakyat begitu memerlukan  bantuan dan belas asih dri pemerintah... bkn hanya tahu nya buat lockdown dan kepres... pikir nasib rakyat yg di bawah ini silakan kecam saya kalau saya salah.. .sudah muak dgn pemerintahan seperti ini...",negatif
535,"As , Im","bodo amat apa yang di katakan pemerintah, omong kosong semua",negatif
536,Tri Kasianto,"Koar doang....
Bantuan salah tempat,",negatif
537,Ananda Tirto,"Makin jauh dari keadilan sosial bagi seluruh rakyat indonesia, kebanyakan yg dpt kip, blt sembako, banyk yg saudara rt /rw, hapus lah semua bantuan, mnding dana ny buat bayar utang negara",negatif
538,KAPTEN GAMES,maaf.  di kota kota lain bantuan sudah silih berganti.  dari sembako.  uang.  tapi di kampung saya boro jenis uang.  sembako aja gak ada.  usaha/ kerja gak bisa.  stay at home di suruh nya.  tp bantuan gak ada sama sekali di kampung saya. tapi di kampung kampung lain bantuan cair terus,negatif
539,Azrelta Gaming,"Kami tak butuh norma covid-19
Kami butuh makan
Percuma menghindari covid tp kita kelaparan 
Sama saja 
Lebih baik mati terkena covid dari pada mati pelan2 karena kelaparan",negatif
540,Azrelta Gaming,"Tak ada bantuan 
Kami lapar 
Kami butuh makan
Jangan larang kami bekerja 
Jangan menyuruh pekerjaan kami tutup
Kami tidak bisa bekerja 
Kami butuh makan 
Saya kelaparan 
Saya mohon jangan lah larang kamu bekerja .
Anak saya butuh minum susu .sudah 1 minggu gak minum susu
Saya Mau makan nasi aja susah",negatif
541,Natal Harianja,Di data tapi gak dapat bantuan apa -apa. NOL BESAR,negatif
542,Kenzi Putra,"Orang merantau tidak boleh pulang kampung tetap diam di rumah usaha susah.. 
di iming imingi bantuan..
sampai saat ini hanya mimpi.. 
kalau iya bantuan itu benar ada kemana duitnya dimakan walikota kah,, gubernur kah bupati kah rt/ rw kah.. 
Mungkin di jabotabek 100% tidak dapat bantuan apa apa",negatif
543,Davit Kusnanto,"pak bantuan dana dampak corona di sini meleset gak sesuai target...
Saya yg menengah ke bawah belum dapat dana bantuan dari dampak korona...
Sedangkan menengah ke atas sudah dapat...
Saya butuh hak dan kewajiban saya untuk memenuhi kebutuhan keluarga
",negatif
544,"Gerald, Odja",Pak jokowi tolong lihat kami yg di berhentikan dari tempat kerja semua barang kos sdh kami jual buat kebutuhan makan dam minum kami pak kami bingung sekarang mau apalagi yg bisa kami jual pak minta tolong pak.. Mau daftar kartu prakerja juga susah sekali pak mau pulang kampung juga sdh di tutup semua kami mohon pak lihat kami yg di perantaun pak kshan sekali kami.... Lama2 kami bukan mati karena korona tapi mati karena kelaparan pak,negatif
545,GAMING NO BACOD,Pak aku nggak dapat bantuaan apa apa gimana ini cuma bisa elus dada tetangga pada ambil sembako uang tunai ,negatif
546,Bagoel30,"Yang dapat bukan seluruh rakyat miskin, tapi yg statusnya dekat atau kerabat RT /RW... Tolong di sidak pak... Kec. sei suka deras, kab. batu bara, Dusun IV",negatif
547,SHERLY AULIA RAHMA SYARIF,"Jangan cuma mengeluarkn uang milyaran rupiah pak, tapi di perketat juga dong pengawasannya, biar tepat sasaran dan juga meminimalisir terjadinya korupsi, asal bapak tau korupsi lebih rentan di daerah daerah terutama di desa, sebab kurangnya pemantowan pemerintah, tolong transparansi nya biar semua warga desa tau, di kasih juga dong no pengaduan yang mudah di hubungi untuk pengaduan masyarakat, dan tolong setiap pengaduan, supaya segera di tanggapi terima kasih",negatif
548,maicel Giks,Di bagikan pada semua warga /kk atau di pilih.... soal nya di sini di pilih 10 kk /rt sama dengan di pilih2 area bojonegoro,negatif
549,DS 14,Saya dirumah pakai 900 va / rim.. bagi saya tidak adil kalau hanya yg memdapatkan 900 va/ rim aja.. seakan tidak berpihak 900 va /rim blm tentu semua yg pakai bekecukupan hidupnya.. memang mampu kalau semua lancar kalau begini gimana gitu rasanya.. saya mohon mungkin ada yang sependapat dngn saya tpi g berani komen.. maaf ini hanya ulasan  . Smga pemerintahan yang adil seadil adilnya. Amin,negatif
550,Azab Allah,"Koar koar trssss,, pemerintah pecundang,, di kelurahan saya banyak phk dan smpe skrg gak ada bantuan apa apa, bahkan si solo tempatnya presiden pun malah seorang habib yg bantu tiap hri ke masyarakat,, kalau caranya ky gini smua terinfeksi virus gpp yg penting keluar cari makan,, lbih membahayakan keluarga kami mati kelaparan daripada virus yg gak jelas dan pemerintah yang tdk punya malu dan harga diri,, Ya allah smoga orang orang di pemerintahan yg busuk hatinya terdampak corona beserta keluarganya,, berilah mereka pelajaran bahwa harta tdk ada gunanya ketika maut menjemput,, silahkan saudara amini sebanyak banyak agar Allah senantiasa mendengar doa teraniyaya. Amin",negatif
551,Jhohan Zay Zay,Kmi sbg masyarakat sma2 bayar pajak di pemerintah tpi disaat pembagian bantuan dah keseringan kmi GK dpt apa2 ,negatif
552,Jhohan Zay Zay,"Maaf mbak, kami bukan sanggah dgn berita ini hoax atau beneran, muncul kata sya nih karna semua bantuan itu sama sekali kami GK dapat, jgnkn sembako atau uang, listrik gratis saja kmi GK dpt Krn listrik negara GK sampe di pedesa'an kami, kami GK tau drmn kmi GK dpt dari cara pembagian atau tertahan di tengah jalan, klu kta sya nih salah silahkan di tuntut tpi sya brkta dgn kebenaran ap adanya aja, klu emang bener ad bantuan org miskin kyak kami mohon di tindak lanjutin untuk disampaikan di pedesa'an seperti kmi kab. nias, kec. ulugawo, desa sisarahili soroma'asi GK dpt apa2, skli LG sy minta maaf klu di perkataan sya ad yg salah,,,,,",negatif
553,yoga bg,"Terserah kalian Indonesia seperti apa jadinya besok...
(Kata2 pemerintah yang tersuplai).

Listrik pangan minyak d hasilkan dari tanah kita...
Kok kita gak dapat hasilnya..
Padahal itu hasil murni dari tanah kelahiran kita....

YANG PALING TAKUT K VIRUS ITU ORANG YANG PUNYA UANG/ KAYA..

kami usaha hanya takut kelaparan bukan kekurangan..

Yng dapat bantuan coba d publikan biar kita gamblang...
Wacana aja d koarkan...",negatif
554,Ahha Ahha,Ini cuma prank ,negatif
555,Zakar26 Matin,bagaimana cara biar presiden tu Dengar keluhan rakyat tolong ksik info .aq ud muak dg aparat desaku,negatif
556,Zakar26 Matin,Tolong info sampaikan ke bapak Presiden biar tau kenyataan,negatif
557,Zakar26 Matin,Kami rakyat indonesia jg gk ada bantuan apa apa turun ke desa kami p jokowi .tolong perketat  dan akurat masalah pengiriman dana itu .kami gk dapat info apa pun,negatif
558,Wnj Giton,Kebayakan orang yg terdekat sm lurah dn pamong yang dapat bantuan,negatif
559,Bapak Sudjatno,"Cukup satu macam bantuan yg penting tepat sasaran, bukan malah di korupsi begini",negatif
560,Faried Production,Daerah bogor khususnya orang2 ngontrak dan domisili kampung sama sekali tidak mendapatkan bantuan. Sedangkan orang merantau tidak dianjurkan pulkam. Mohon perhatikan dan bantuannya untuk masyarakat yang merantau ,negatif
561,Rio Marta,Dia pembohong.. kasih harapan lagi rakyat sudah tak anggap lg anda jdi presiden.,negatif
562,Ali Silaen,pak kami tidak dapat bantuan yang di katakan pak jokowi?,negatif
563,S.N.Hamizah,Untung jadi rakyat malaysia pemimpin sangat prihatin. semoga dijauhkan dari covid-19 amin,netral
564,Arief Mardiana,"Saya pribadi mengenai PSBB ini bakal disiplin dan ikut aturan utk WFH n stay drmh, asal pemerintah pun adil dalam pembagian bantuan nya. ",positif
565,Arief Mardiana,Semua org yg kurung dirumah masing2 diberi bantuan jd semua warga sipil jg berhak dapat bantuan nya. Apalagi saya yg hanya pegawai biasa,positif
566,Naga Berani,"Buktikan dong, jangan Cuma ngomong doang pemerintah, kasih aturan yang menyengsarakan rakyat, tapi janjinya bohong semua, miris",negatif
567,Frans Gulo,"Bagusan jdi warga KORUT, HHHHH",negatif
568,Frans Gulo,"Jangan kan sembako, yg kecil aja masker susah ,ga dapat, apa lagi sembako, dan bantuan lain",negatif
569,Frans Gulo,"Maaf capek menunggu gak  kunjung datang,, ntah klu benar ,tau bohong, kmi dah kelaparan,",negatif
570,Thohirdewi dewi,semoga bantuannya merata khususnya untuk orang miskin dan lansia,positif
571,ari iku jenengq,"Ambil aja positif nya kalo gak begini, sampe kiamat juga bakalan msih pakai masker kalo gk ada yg mulai, kan kita liat aja apa reaksinya",positif
572,Muhamad Romli,"Lah netizen takut korona jangan nonton youtube terus pergi lah ke luar maen sini tempat gue udah pda bnyak yang lepas masker gue juga ga prnh pke masker walau ada tulisannya wajib masker, daerah mana lgi nih yg udah pda lepas masker?",negatif
573,Macan ireng TV,"urutan negara teratas yg tertular copid gk yakin gw sama sarannya, secara logika yg sudah di vaksin memang lebih kebal terhadap virus, tapi yg sudah di vaksin belum tentu juga gk bisa menularkan copid jika tertular ke org yg belum di vaksin",netral
574,rizky mesin,"pengen panik, takut stress, kadang malem pas mao tidur suka berasa kayak kepojok sendiri kagak bisa apa2, sumpah ni musibah ngalor ngidul kagak ada ujungnya.",netral
575,Rahmansyah Wilan,di indonesia ngk akan hilang corona karna di buat bisnis,negatif
576,Hasiholan Silitonga Holan,banyak oknum2 dibelakang yg bermain vaksin dan bansos2 yg tidak jelas kemana duit negara bs menyusutlah kalo dibiarkan... ,negatif
577,Cctv Pky,Di indo kalo gak pake masker di suruh sapu jalanan ama orang gak jelas,negatif
578,SUARA RAKYAT,"kelihatan  sdh dalangnya, ya tentu saja pemerintah yang mempermainkan rakyat terus menerus",negatif
579,D3w4 Putra,"saya akan ikuti aturan pemerintah, biar cepat selesai ini covid",positif
580,Sigit Omponx Official,Negara penyebar virus ya pasti dgn mudah jinakkan virus dgn vaksin.,netral
581,Afif Suherman,Ternyata presiden indo Lebih buruk dari pada Trump,negatif
582,Nasrulloh Abisyauqi,"Lebih penting memakai helm di jalan dari pada memakai masker,",negatif
583,budak2 pribumi,"bapak sendiri tidak pakai masker, tapi suruh orang taat aturan, dasar presiden kok goblog",negatif
584,Agus riski setiawan,BELUM LAH DI INDONESIA AJA MASIh BNYK ORANG ORANG MATA SIPIT,netral
585,sandy priyo kristiyanto,Dengan pakai masker dan menghirup nafas kita sendiri mungkinkan kita menjadi sehat?,positif
586,Pras Tyo,"Di Indonesia, manfaat vaksin jadi sering dipertanyakan, karena efeknya hampir tidak ada. 
Walau sudah di vaksin 2 kali, ya tetap dilarang mudik. Nggak pakai masker, kalau ada operasi, bisa didenda, bahkan disuruh tiduran di peti mati. 
Ya, itulah Indonesia.",negatif
587,Syahfiqah Channel,"Indonesia senang di bodohi.... jelas2 sudah vaksin 2 kali masih pakai masker 
Pertanyaan apa guna nya vaksin sebagai anti corona hahahaha",negatif
588,DARI BEKULON,Kalau blm lepas masker berarti vaksinnya blm di percaya 100%,negatif
589,Asmad Tomat,Gk pke masker kek ada yg ilang,netral
590,Nyai Kartika,"udah gak usah vaksin, percuma ",negatif
591,Bon Yoi,Yg sudah suntik vaksin malah meninggal.. yg mna yg bener sih berita ini.. sungguh membingungkan.. lebih baik percaya sm diri sendiri aja.,negatif
592,Annur rasha,kocak.. dia yg bikin dia yg obati.. Terlihat ini virus di bikin bisnis,negatif
593,Amat Supadi,"Di Indonesia corona akan hilang paling belakang karena mafia2 kesehatan masih berkeliaran garuk uang dari covid,",negatif
594,Iyan Iyan,semoga selesai di vaksin negara kita kembali normal,positif
595,Akar Karang,"Konspirasi cuk..
Pada lepas masker, biar virus varian kedua masuk lagi..  Untung lagi dia, lah dia yg produksi vaksin (Globalis)... Hehe",negatif
596,urang kidul,Indonesia belum???... gmn bisa selesai dr covid bnyk oknum pemerintah yg berbisnis. modal blm kembali lg.,negatif
597,urang kidul,Indonesia gak jelas dulu menteri bilang sudah vaksin naik pesawat gak usah di swab  kacau,negatif
598,Ð—Ð»Ð¾Ð´ÐµÐ¹ Ð¸Ð· ÐœÐµÐ½Ñ‚Ð°Ð»Ð¸ÑÑ‚Ð°b,Indonesia banyak yg memanfaatkan korona.  Makanya korona awet,negatif
599,anana anana,"RS lagi merekayasa covid, supaya bisa dapat dana covid…",negatif
600,Widi Anto,Tetaplah pakai masker meski sudah divaksin! Tetap jaga kesehatan demi kebaikan bersama,positif
601,Mocabeat,semoga... Ekonomi indonesia pulih kembali. ,netral
602,Muhammad Rafki Yudawijaya,Jngan Bandingin kita ma Amerika jelas jauh lahhh.. Teknologi .sains. jauh2 sangat... dan tingkat kebersihan d sana jauh lebih bersih d banding kita…,negatif
603,Faisal As'ari Doni,"Lagian juga vaksin nya beda kelas gays, Indonesia kebanyakan abu nawas nya susah masyarakat diajak maju... Selalu ngeyel entah salah atau benar itulah Indonesia ku",negatif
604,Fahri Maulana,Kalo di indonesia nanti membandel soalnya.. yg belum vaksin bilang udah vaksin. Upaya preventif,positif
605,Papua Online Indonesia,di indonesia covid di manfaatkan untuk cari duit dan politik karena covid pemerintah jadi aman dan tentram koruptor bisa hidup damai,negatif
606,fir daus,lepas lah masker mu mati juga negara mu ekekek,negatif
607,Amin,Bukan nya indonesia belum. Tapi orang yg di atas masih kurang mendapatkan keuntungan,negatif
608,Eprian7 Last,Dn beruntung nya di indonesia yg kena covid kebanyakan bisa sembuh sendiri atau hanya berobat ke dr umum jadi tdk terdata..,netral
609,Sensasi Game,Bukan nya d amerika malah bnyk org yg menolak vaksin ya kok tiba2 masyarakatnya udh d vaksin smua. Lucu,netral
610,Deri Rawkskin,Di Indonesia masih blm normal soalnya banyak jenis virus corona menumpuk di indo jadi gak selesai selesai ,netral
611,Channel olahraga bola,"pake masker itu tidak membuat mu mati ,itu masker cuma di pake di luar rumah atau bertemu orang dari luar yang kita ga tau kondisi nya, demi kebaikan kita juga loh",positif
612,Yudi hambali,untung gua udah 2 kali vaksin... moga indonesia cepat terbebas dari covid... walau warganya susah diatur..,positif
613,Wina Perwira,"Ini baru benar, krna amerika sdh yakin sama vaksin mereka, sementara negara kita masih coba2..",netral
614,Egy rejang entertainment world,"Begini baru president umat ,,i love u pak joe bident",netral
615,TyurNis-Kifa Channel,Dia bahkan lebih ngeri dari Trump,negatif
616,NayaNika,Bpk tua ini kecil tp punya jiwa pembunuh,negatif
617,Gagak Conge,Hebat scenario propaganda konspirasi mu biden,negatif
618,yahdi adi,Covid berujung bisnis vaksin. Luar biasa..,negatif
619,Qwo guitars,INDONESIA MAH DI BUAT LADANG BISNIS,negatif
620,Muhammad Zammroh,"Vaksin virus yg sesungguhnya, jadi jangan mau d vaksin",negatif
621,kak nabila,"Susahnya jadi bangsa bodoh yang gampang beli. Disana bebas masker karena vaksin yang digunakan kualitas super, trus yang dikirim ke Indonesia karena cari murah yang dikirim vaksin palsu 3 juga gak tahu...",negatif
622,Borneo Aircraft Media,"Vaksin itu sebetulnya membunuh , ini semua ada sangkut pautnya sama pengurangan populasi manusia agar menjadi 500 juta",negatif
623,Acing saputra,Indo kapan mau normal seperti sedia kala ya apa masih butuh uang swab mungkin yg kurang sehingga pemerintah ga mau normal normal ya,negatif
624,Jovano Jovan,Klo amerika ingin  melepaskan masker itu haknya.  Kt indonesia ngk usah ikut dia.  Ttp jaga jarak dan pake masker,positif
625,conjunction duck,"Kalo udah tuntas fucksinasi juga ga yakin gue sama pemerintah indo, pasti gak akan hilang ini virus",negatif
626,ã‚¯ã‚¹ãƒžKusuma,"Mau tanya sama joe biden ini, apa yg sudah vaksin bebas dari menularkan ke orang lain juga?? Mungkin mereka kebal tp virus tetap ada di diri mereka dan itu bisa menular ke yg belum kebal (di vaksin)",netral
627,Ibnu _,Jangan takabur dulu sebelum tuntas total. Nanti kaya kasus di india,positif
628,Zaid Al majid,Wah klo disini mah klo perlu di bikin selama mungkin... banyak cuan untuk pemerintah....,negatif
629,Bibin Baisari,yg penting tetap patuhi aturan pemerintah dan selalu pakai masker n hidup bersih paling utama,positif
630,mipan yam,"Ga butuh vaksin, butuhnya pekerjaan pak",negatif
631,Sibolis Nabujur,"Covid gak bakal hilang selama nya.. jd vaksin hrs di upgrade tiap tahun, karna covid bermutasi",netral
632,Pacol Bae,Liat kejadian India Mr Joe Biden,netral
633,aldi hernaldi,"Alhamdulillah. 
Perlahan tapi pasti. 
Lindungi negara kami ya Allah..",netral
634,Bocah Sangean,"Muslim di indonesia kan ga butuh vaksin, nnti di kasih d blg haram atau apa lah proses nya panjang nnti ada label HALAL dari MUI",negatif
635,Faried Barlianta,"Biarin aja Amerika lepas masker dan Indonesia belum, karna toh pencegahan covid nya lebih baik Indonesia, dan Amerika lebih banyak covid nya di banding Indonesia, India sebelum terjadi gelombang tsunami corona mereka lepas masker juga",positif
636,Adhi Budi dharma s,"Prokes tetep harus jalan, masker tetap di pakai walaupun sudah vaksin, karena tidak ada salahnya hidup sehat",positif
637,merpati putih,Kalau negara adikuasa yg bicara ya bisa didengar ,negatif
638,Jetro Sinaga,"Knp di Indonesia blum aman,, Karna di Indonesia,, ada kepentingan politik,, vaksin masih jadi ladang bisnis",negatif
639,Gunawan One,"mungkin vaksin kita ,vaksin abal2, jadi intinya gak ada gunanya vaksin ",negatif
640,Dedianto Lo,"Di Indonesia sudah vaksin pun masih harus pakai masker, karena vaksin yang tidak meyakinkan!",negatif
641,WJ Official,"Indonesia belum boleh lepas masker, dan mungkin ga akan boleh, karna bisa memutus sumber pendapatan mereka yg besar dari isu isu covid ",negatif
642,Denian Anshori,"Klo indonesia ga bisa, soalnya buat kesempatan bisnis ",negatif
