id,username,text,text_clean,label
430,Arid Hidayat,"Yg di kasih orang kaya aneh yah padahal menurut saya kasih lah dulu orang jompo ,eh ini malah orang kaya yg di kasih duluan jadilah percekcokan adanya uang bantuan malah jadi perkara",kasih orang kaya aneh turut kasih dulu orang jompo malah orang kaya kasih duluan jadi cekcok ada uang bantu malah jadi perkara,negatif
431,Sultan Syarif,Bantuan covid 19 tidak adil kluarga sy tidak kebagian,bantu covid tidak adil keluarga tidak bagi,negatif
432,Zhoel_15 channel,"Boro"" dapat bantuan, Mudik pun dilarang, Nasib anak rantau
Bukanya untung malah buntung di perantauan tidak ada yang ngurusin
",jangan dapat bantu mudik larang nasib anak rantau buka untung malah buntung rantau tidak ada urus,negatif
433,Zhoel_15 channel,"Hanya janji"" palsu doang ini pemerintah, bohong terus",hanya janji palsu pemerintah bohong,negatif
434,Zhoel_15 channel,Semua berita covid itu bohong,semua berita covid bohong,negatif
435,Zhoel_15 channel,"Kalau mau bantu jangan pilih"" harus sama rata.....",mau bantu jangan pilih harus sama rata,negatif
436,Nur Cholifah,Dari dulu bantuan2 tapi tidak ada yg sampai. malah orang2 yg kaya di daerah saya yg dapat,dulu bantu tidak ada sampai malah orang kaya daerah dapat,negatif
437,Nur Cholifah,tolong pemerintah di survei yg benar biar bantuan sampai pd orang yg tepat,tolong pemerintah survei benar biar bantu sampai orang tepat,positif
438,aating 243,"masih banyak bantuan yang di korupsi, pemerintah pasti tau masalah ini, tapi ternyata hanya tutup mata saja",masih banyak bantu korupsi pemerintah pasti tahu masalah nyata hanya tutup mata,negatif
439,Selia angel fransiska,Saya gak mampu gak pernah dpt bantuan,tidak mampu tidak pernah dapat bantu,negatif
440,Ari Bowo,mana bantuan yg datang... ibu hamil ibu menyusui gara2 corona saya ngk kerj biasany ikut buruh proyek... istri saya bru melahirkan... mana ni pemerintah kok gak adil gak tegas,mana bantu datang ibu hamil ibu susu gara corona tidak kerja biasa ikut buruh proyek istri baru lahir mana pemerintah tidak adil tidak tegas,negatif
441,TilikInfo Chanel,Hehehe bantuan ? percuma hanya orng orang tertentu yg dapet!,bantu percuma hanya orang orang tentu dapat,negatif
442,nur charlos,Sekarang di tempat ku bawahan kepala desa beli motor baru hasil korupsi bantuan dari pemerintah,sekarang tempat bawah kepala desa beli motor baru hasil korupsi bantu pemerintah,negatif
443,rieno rieen,Kenapa harus edar kan uang PKH kepada orang bawahan sedang kan boleh meneruskan melalui bank.. Bru lah tidak ada kurupsi,harus edar uang program keluarga harap kepada orang bawah sedang boleh terus lalu bank baru tidak ada korupsi,netral
444,PUBGM PUBGM,Kalau keluarga kamu gak kerja di perangkat desa .. jangan mimpi dapat bantuan kenyataan nya di desa saya begitu kalu kurang bukti saya siap di panggil biar saya jelasin .... Rakyat kecil itu lebih paham siapa saja yh dapet . ...,keluarga tidak kerja perangkat desa jangan mimpi dapat bantu nyata desa kurang bukti siap panggil biar jelasin rakyat kecil lebih paham siapa dapat,negatif
445,PUBGM PUBGM,Rata2 di desa yg dapet bantuan itu kluarga perangkat desa ato kluarga nya pak rt..  .,rata desa dapat bantu keluarga perangkat desa keluarga pak rt,negatif
446,Aditya Vicky,Tolong di tindak lanjuti pak. masih banyak dana yang di korupsi sama pemerintah daerah,tolong tindak lanjut pak masih banyak dana korupsi sama pemerintah daerah,positif
447,Aditya Vicky,Bantuan ya tidak mengikuti per KK Di desa kami.,bantu tidak ikut kartu keluarga desa,negatif
448,Aff Stiawan,Bodo amat saya tak peduli sama aturan pemerintah,tidak peduli sekali tidak peduli sama atur pemerintah,negatif
449,PORBI Gunung Karang,ga ada batuan cuam denger habar nya doang ga ada mana batuan ga ada Saya punya setoran bank setoran mah harus bayar terus tapi kerjaan mah di tutup,tidak ada bantu cuma dengar kabar tidak ada mana bantu tidak ada punya setor bank setor harus bayar kerja tutup,negatif
450,PORBI Gunung Karang,ga ada di saya banyak yg nggur kerena lokowand saya juga nggur kerjaaan tutup kenpeksi semua tutup mana ada bantuan ga ada,tidak ada banyak anggur rena lockdown anggur kerja tutup konfeksi semua tutup mana ada bantu tidak ada,negatif
451,Ayu Pertiwi,"Pak presiden. didesa kmi desa indra yaman. disini dibwri sembako  hany 1kali aja
Itu pun diambil dibalai desa. tidak memakai kartu .hanya dibwri begitu saja. katanya itulh bntuan dana covid yg disuruh disalurkan untuk sebahagian masyarakat bukan duit yg 600rb itu bagaimana itu pak peesiden",pak presiden desa desa indra yaman sini beri sembako hanya sekali ambil balai desa tidak pakai kartu hanya beri kata bantu dana covid suruh salur bagi masyarakat bukan uang ribu bagaimana pak presiden,negatif
452,Rahayu ayu,"saya setuju klu koruptor dihukum mati, biar ga kebanyakan koruptor",tuju koruptor hukum mati biar tidak banyak koruptor,positif
453,Rahayu ayu,"aq jg seorang janda tp ga pernah dpt bantuan apapun dri pemerintah, tp knp yg hartanya bnyak punya segalanya ko bisa dpt bantuan, mana keadilanya apa karna koruptor. biar jels nih wa ku +852 94505499,",orang janda tidak pernah dapat bantu apa pemerintah harta banyak punya segala bisa dapat bantu mana adil koruptor biar jelas,negatif
454,Riki tr,"Ada yang berdiri tegak, tapi itu bukan keadilan. ",ada diri tegak bukan adil,negatif
455,Ack Putri,"Bantuannya gak nyampek....
Atau gak merata pilih2 orag.... mending bangun masjid aja uang tu.... ditimbang jatuh ke tangan koruptor",bantu tidak sampai tidak rata pilih orang mending bangun masjid uang timbang jatuh tangan koruptor,negatif
456,Rajiman Bos,Kami pedagang kaki lima ...blm menerima bantuan apa saja,dagang kaki lima belum terima bantu,negatif
457,suhendrik hendri,Tolong di tegas kan untuk pemerintah aceh tengah bantuan covid 19 untuk masyarakat  kok gak dapat kenapa yang lain dapat,tolong tegas pemerintah aceh tengah bantu covid masyarakat tidak dapat dapat,negatif
458,Om Kisoet,"SUARA KAMPUNG
Pemerintah daerah hanya menerima dan menyalurkan dana kepada masyarakat yang tidak jelas sasarannya kemana dan untuk siapa, tapi pemerintah pusat atau pemda, tidak pernah tau seperti apa masyarakat miskin di kampung - kampung korban salah sasaran",suara kampung pemerintah daerah hanya terima salur dana kepada masyarakat tidak jelas sasar mana siapa pemerintah pusat pemerintah daerah tidak pernah tahu seperti masyarakat miskin kampung kampung korban salah sasar,negatif
459,Bambang Ahmad,Nggak usah ada bantuan... Bikin sakit hati yg lainnya.. Percuma..... Biar saja corona merajalela..,tidak perlu ada bantu bikin sakit hati percuma biar corona rajalela,negatif
460,yornz war,"Minta info...
Cara melaporkan 
Penyalahgunaan bantuan covid19",minta info cara lapor penyalahgunaan bantu covid,positif
461,Rina Amrina,"ga adil,,,, kl warung kecil disini ga dapet, secara kl sekitar wrga dapet kan warungnya jd sepi ,omset menurun,,,, lah kl bgtu, kasian jg yg pnya warung ,mereka ngandelin pemasukan kan dr wrga sekitar,,,, gmn itu, kl bantuan ga smua wrganya dpt",tidak adil warung kecil sini tidak dapat cara sekitar warga dapat warung jadi sepi omzet turun kasihan punya warung andal pasu warga sekitar bagaimana bantu tidak semua warga dapat,negatif
462,Gratia Atanka,Korupsi semakin merajalela,korupsi makin rajalela,negatif
463,Aries Tv,"Rt rw itu bagikan Bansos Ke Keluarga nya
Peraturan anda sama aja matiin rakyat pelan pelan",rt rw bagi bantu sosial keluarga atur sama matiin rakyat pelan pelan,negatif
464,Sumatra Sumatra Selatan,"di mana bantuan itu.. 
Daerah saya gk tepat sasaran..",mana bantu daerah tidak tepat sasar,negatif
465,Didik 16,Di desa saya dukuh mojo kecamatan celuwak kabupaten  pati jawa tengah 1rt yg dapat 600 hanya 6orang saya sebagai warga miskin blum dpat apapun kasian yg janda tua juga blum dapet,desa dukuh mojo camat celuwak kabupaten pati jawa tengah rt dapat hanya orang bagai warga miskin belum dapat apa kasihan janda tua belum dapat,negatif
466,Kenji Dikara,"Listrik yg 900 Watt dinaikkan, kerjaan di phk, bisa mati kelaparan ini masyarakat terutama yg miskin",listrik watt naik kerja putus hubung kerja bisa mati lapar masyarakat utama miskin,negatif
467,Kuli bae,"dari dulu saya blm pernah dpt, BLT PKH atau Bantuan Covid dri pemerintah setempat. apa pun jenis bantuan tdk pernah saya rasakan sampai sekarang..",dulu belum pernah dapat bantu langsung tunai program keluarga harap bantu covid pemerintah tempat jenis bantu tidak pernah rasa sampai sekarang,negatif
468,Moza Reza,dimana mau mengadu di desa saya paling sedikit yg dapat pkh di bandung desa laen dan juga bantuan sosial yg laen selalu salah sasaran,mau adu desa paling sedikit dapat program keluarga harap bandung desa bantu sosial selalu salah sasar,negatif
469,Just Ainz,Mitos itu yg namanya bantuan,mitos nama bantu,negatif
470,Muhamad Ramadani,RT /RW Cimahi itu geblek semua,rt rw cimahi goblok semua,negatif
471,Muhamad Ramadani,"Untuk daerah Bandung barat yg dapet itu malah orang orang kaya, contohnya seperti saya, saya adalah pegawai serabutan tapi, tidak pernah mendapatkan bantuan apa lagi yg namanya beras raskin, tolong di kaji lagi untuk wilayah Cimahi Sangkuriang, itu yg dapat palah orang orang kaya",daerah bandung barat dapat malah orang orang kaya contoh seperti pegawai serabutan tidak pernah dapat bantu nama beras beras miskin tolong kaji wilayah cimahi sangkuriang dapat malah orang orang kaya,negatif
472,SP Sgn,"Sudah saatnya pemerintah fokus ke ekonomi dan bantuan sosial, karena vaksin akan selesai dan korban meninggal tidak signifikan, serta tetap pakai prokes namun tidak ada lagi yg ditutup seperti hotel, restoran dan buka normal.. .termasuk sekolah dan pendidikan menengah mauoun tinggi",sudah pemerintah fokus ekonomi bantu sosial vaksin selesai korban tinggal tidak signifikan serta tetap pakai protokol sehat tidak ada tutup seperti hotel restoran buka normal masuk sekolah didik tengah maupun tinggi,negatif
473,Aditya Rizky,Kami juga gak dapat bantuan apa pun yang lain pada dapat,tidak dapat bantu dapat,negatif
474,Sumarno HS,Seharusnya pemerintah serius soal bantuan ini.. menurut saya tidak tepat sasaran,harus pemerintah serius soal bantu turut tidak tepat sasar,negatif
475,Monetisasi Keempat,"yang dapat batuan dampak covid bertubi - tubi kebanyakan orang yg kaya dan sangat mampu ,teruskan untuk membatu orang kaya & mampu. ",dapat bantu dampak covid tubi tubi banyak orang kaya mampu terus bantu orang kaya mampu,negatif
476,Bang OSS,"terimakasih infonya, sangat bermanfaat min, apabila ada yang bingung caranya bisa lihat di channelku",terima kasih info manfaat apabila ada bingung cara bisa lihat,netral
477,Hilda Anggraeni,Kami yang dpt kartu atm corona ga pernah cair lagi udah 6 bulan. Apa alasan nya,dapat kartu kartu bantu corona tidak pernah alir udah bulan alas,negatif
478,hadlan galing,"Sampai kapan pemerintah menghamburkan uang, dengan dalih bantuan sosial, yang buktinya yang dapat yang ga pantas dapat dan sebaliknya,, ingat hutang harus dibayar,,  dngan apa pemerintah bayar utang,, apa akhirnya rakyat yang akan di jual ke komusis tiongkok ",sampai kapan pemerintah hambur uang dalih bantu sosial bukti dapat tidak pantas dapat balik ingat hutang harus bayar pemerintah bayar utang akhir rakyat jual komunis cina,negatif
479,Made in Oeteta,"Desa peteta ,kec sulamu ,..aparat desa dapat blt ketimbang masyarakat... penerima PKH saja dapat bantuan corona ...bingung saya. ",desa teta camat sula aparat desa dapat bantu langsung tunai ketimbang masyarakat terima program keluarga harap dapat bantu corona bingung,negatif
480,Liana Khamil,Mending di hentikan bantuannya ....kebanyakan gk tepat sasaran,mending henti bantu banyak tidak tepat sasar,negatif
481,Ikhwan Iros,banyak warga kami disini yg gk dapat apa apa sampai detik ini. Kami dari ende flores ntt.,banyak warga sini tidak dapat sampai detik ende flores ntt,negatif
482,Gilang Doang,Bangga punya presiden kaya bapak Jokowi ,bangga punya presiden kaya bapak jokowi,netral
483,Dur Rohim,Kalau bisa bantuan dihentikan karna yg merasakan orang kaya,bisa bantu henti rasa orang kaya,negatif
484,delfi Gustiani,"Bantuan d musim pandemi blm keseluruhan  masyarkat yg tdk mampu blm menerima, padahal data sdh diambil sm pemerintah daerah .sebenarnya dana itu mengalir ke mana",bantu musim pandemi belum seluruh masyarakat tidak mampu belum terima data sudah ambil sama pemerintah daerah benar dana alir mana,negatif
485,Sandal Jepit,saya semenjak jokowi jadi presiden saya tak pernah dapat bantuan. saya punya KTP saya punya KK  tapi tak pernah tersalur namanya bantuan dari pemerintah.,semenjak jokowi jadi presiden tidak pernah dapat bantu punya ktp punya kartu keluarga tidak pernah salur nama bantu pemerintah,negatif
486,Robin Gemstone,kerja saya buruh harian. apakah saya layak dapet bantuan dari pemerintah. soalnya saya belum pernah dapet bantuan dari pemerintah dengan bentuk apapun�,kerja buruh hari layak dapat bantu pemerintah soal belum pernah dapat bantu pemerintah bentuk apa,negatif
487,fadilah kurnia,"Orang miskin kayak kita apa tu,... Dari awal sampai akhir bulan Agustus pun belum menerima apapun bantuan dana dari dampak covid 19... cuma hanya pasrah... Dan berdoa, semoga di jauhkan dari penyakit dan musibah.",orang miskin awal sampai akhir bulan agustus belum terima apa bantu dana dampak covid cuma hanya pasrah doa moga jauh sakit musibah,negatif
488,Hendi Pelatih,"Dusun bugan Sukodadi Lamongan, kasun dan kaurnya GK fer,, yg dpt bantuan Kbanyakan kerabat, keluarganya, walaupun terbilang mampu,",dusun bugan sukodadi lamongan kepala dusun kepala urus tidak adil dapat bantu banyak kerabat keluarga walaupun bilang mampu,negatif
489,Abdur,tolong dong kluarga disabilitas diberi perhatian khusus. soalnya banyak yg tdk dpt kesejahteraan sosial baik pkh maupun bantuan lainnya. trm ksh.,tolong keluarga disabilitas beri perhati khusus soal banyak tidak dapat sejahtera sosial baik program keluarga harap maupun bantu terima kasih,netral
490,Rohid Syahwana,"Sungguh saya sangat kecewa sebagai rakyat tidak mampu  yang hidup masih numpang berteduh satu atap sama mertua.. tidak pernah mendapatkan bantuaan apapun
Semenjak covid 19 .  2 kk  satu rumah   yang mendapatkan bantuaan hanya mertua.. sedanng kan saya.. 
hanya bisa diam dan melihat..!ketidak adilan pemerintah pusat maupun pemerintah daerah..Yang sebelum nya sudah kita perjuangkan dan memberikan nya amanah..",sungguh kecewa bagai rakyat tidak mampu hidup masih numpang teduh satu atap sama mertua tidak pernah dapat bantu apa semenjak covid kartu keluarga satu rumah dapat bantu hanya mertua sedang hanya bisa diam melihatketidak adil pemerintah pusat maupun pemerintah daerahyang belum sudah juang beri amanah,negatif
491,Hynm Sud,Bohong Tida Semua Dapat Sumbangan  Contoh di Kp Cijujung Desa Bobojong Kec Mande tida Sdmua dapat Bahkan Yang Dapat Orang yang kaya /Orang yang mampu Jadi TIDA MERATA  KENAPA.....?,bohong tidak semua dapat sumbang contoh kampung cijujung desa bobojong camat mande tidak semua dapat dapat orang kaya orang mampu jadi tidak rata,negatif
492,Dunia Burung Walet pidio semeraut.,Heran deh. pada kemana aja yah uang anggaran anggaran pmerintah selama ini buat desa,heran mana uang anggar anggar pemerintah lama buat desa,negatif
493,Dunia Burung Walet pidio semeraut.,"Jangan buat 4 bulan. buat satu hari aja ga ada bantuan yang saya terima, pemerintah pusat kurang tegas",jangan buat bulan buat satu hari tidak ada bantu terima pemerintah pusat kurang tegas,negatif
494,halo bro,"MANA? WACANA doang ini pemerintah, dananya lenyap di makan orang kaya",mana wacana pemerintah dana lenyap makan orang kaya,negatif
495,Al ghazali Kurniawan,Semua x dapat sedangkan saya ga ada sama sekali,semua dapat sedang tidak ada sama sekali,negatif
496,Hadi Sucipto,Di wilayah kami bantuan yg berupa uang di monipoli. Jadi bantuan uang dari pemerintah melalui salah satu bank nasional. Di kasih ATM tapi pin nya gak di kasih. Trus yg gesek itu pihak desa. Warga cuma di kasih bahan pokok yg nilainya jauh dari nilainya bantuan. Kami di salah satu desa di kec Ampelgading kab malang,wilayah bantu upa uang monopoli jadi bantu uang pemerintah lalu salah satu bank nasional kasih kartu bantu pin tidak kasih gesek pihak desa warga cuma kasih bahan pokok nilai jauh nilai bantu salah satu desa camat ampelgading kabupaten malang,negatif
497,Amora Eca1409,"ini murni kesalahan pemerintahan pusat, yg d minta dri rakyat indonesia sruh pemerintahan psat terjun langsung d warga biar tau apa yg d keluh kesah kan",murni salah pemerintah pusat minta rakyat indonesia suruh pemerintah pusat terjun langsung warga biar tahu keluh kesah,negatif
